entity_num,address_num,address,full_address,country,add_remarks
19684,29883.0,d. 73 ul. Bolshaya Podgornaya,"Tomsk, Tomskaya obl. 634009",Russia,-0- 
19685,29890.0,d. 103 prospekt Kurortny,"Sochi, Krasnodarski krai 354024",Russia,-0- 
19686,29893.0,d. 6 ul. Nametkina,Moscow 117420,Russia,-0- 
19687,29897.0,d. 19 ul. Pogranichnaya,"Petropavlovsk-Kamchatski, Kamchatski krai 683032",Russia,-0- 
19688,29902.0,d. 1 ul. Solnechnaya S. Ilinka,Khabarovski Raion Khabarovski krai 680509,Russia,-0- 
19690,29905.0,Rogozinino,Moscow 143397,Russia,-0- 
19691,29907.0,d. 1 pl. Akademika Kurchatova,Moscow 123182,Russia,-0- 
19692,29909.0,d. 7 ul. Promyshlennaya,"Novy Urengoi, Yamalo-Nenetski a.o. 629306",Russia,-0- 
19989,30234.0,"d. 40, ul. Dolgorukovskaya",Moscow 127006,Russia,-0- 
19990,30265.0,"8/15, str. 3 ul. Rozhdestvenka",Moscow 107996,Russia,-0- 
19992,30279.0,"Ulitsa Yunnatov, Dom 3, Liter A, Ofis 15",Saint Petersburg 192177,Russia,-0- 
19993,30270.0,"C/O Treureva AG, Muhlebachstrasse 23",Zurich 8024,Switzerland,-0- 
19993,30272.0,"Chamerstrasse 172, P.O. Box",Zug CH-6300,Switzerland,-0- 
19995,30278.0,"Arc. Makariou 2-4, Capital center, 9th floor, index 1065",Nicosia,Cyprus,-0- 
19996,30281.0,"2nd Floor Vanterpool Plaza, Wickhams Cay 1",Road Town,"Virgin Islands, British",-0- 
19997,30283.0,"14th Floor, Papachristoforu Building, 32 Kritis Street",Limassol,Cyprus,-0- 
19998,30285.0,"196/Themistokli Dervi, 3 Julia House",Nicosia 1066,Cyprus,-0- 
19999,30287.0,d. 4/10 str. 1 ul. Sadovaya-Triumphalnaya,Moscow,Russia,-0- 
20000,30289.0,"d. 53, ul. Ryabinovaya",Moscow 121471,Russia,-0- 
20000,30290.0,"D. 4, Brodnikov Per.",Moscow 119180,Russia,-0- 
20001,30292.0,-0- ,St. Petersburg 192177,Russia,-0- 
20001,30293.0,ul. Ryabinovaya d. 53,Moscow 121471,Russia,-0- 
20002,55565.0,37/122 T. Shevchenko bld,Kyiv 01032,Ukraine,-0- 
20003,30297.0,d. 13 str. 2 per. Bolshoi Sukharevski,Moscow 127051,Russia,-0- 
20003,30298.0,"B. Sucharevsky per, 13 str. 2, 21",Moscow,Russia,-0- 
20005,30303.0,"d. 9, str. 5 ul. Krasnoproletarskaya",Moscow 127030,Russia,-0- 
20005,30304.0,"Per Uglovoy, D. 2, ETAZH 10, Room 22, Room 3",Moscow 127055,Russia,-0- 
20006,30305.0,d. 13/2 ul. Begovaya,Moscow 125284,Russia,-0- 
20007,30309.0,8/15 str. 3 ul. Rozhdestvenka,Moscow 107996,Russia,-0- 
20008,30308.0,-0- ,-0- ,Russia,-0- 
20008,30310.0,"Turchaninov Per., D. 3, BLDG 1, G.",Moscow 119034,Russia,-0- 
20009,30312.0,"Street Pushechnaya, D. 5, G.",Moscow 107031,Russia,-0- 
20294,30698.0,Street Gagarina 17,Magnitogorsk 455044,Russia,-0- 
20295,30700.0,"Obrucheva Street, Building 27, Corpus 2",Moscow 117630,Russia,-0- 
20296,30702.0,Rochdelskaya street building 20,Moscow 123022,Russia,-0- 
20296,30703.0,"Krasnopresnenskaia nab. 12, CMT2, Porch 7, Floor 10",Moscow 123610,Russia,-0- 
20296,30704.0,"Profsoyuznaya Street, Building 125A",Moscow 117647,Russia,-0- 
20297,30706.0,"Proektiruyemiy proezd No 4062, building 6, structure 16, BTs 'Port Plaza'",Moscow 115432,Russia,-0- 
20297,30707.0,D. 40 Ulitsa Miklukho-Maklaya,Moscow 117342,Russia,-0- 
20298,30709.0,63 Novocheremushkinskaya Street,Moscow 117418,Russia,-0- 
20298,30710.0,"Koroviy val., building 7",Moscow 119049,Russia,-0- 
20299,30712.0,63 Novocheremushkinskaya Street,Moscow 117418,Russia,-0- 
20299,30713.0,"Leninskiy prospect, building 15A",Moscow 119071,Russia,-0- 
20300,30715.0,"Yakimanka B. Street, Building 39",Moscow 119049,Russia,-0- 
20300,30716.0,"27-29/1, building 6, Smolenskaya-Sennaya st.",Moscow 119121,Russia,-0- 
20301,30718.0,"Vavilova Street, Building 52, Corpus 2",Moscow 117296,Russia,-0- 
20301,30719.0,"Yaroslavskaya Street, Building 50, Room 208","Uglich, Yaroslav Oblast 152610",Russia,-0- 
20302,30721.0,"D. 11 B Kv. 93, Prospekt Kosmonavtov",Ekaterinburg 620017,Russia,-0- 
20302,30722.0,Stroibaza,Dobryanka 618740,Russia,-0- 
20302,30723.0,"7, Liter A, K 4, Ul. Turbinnaya",Ekaterinburg 620017,Russia,-0- 
20302,30724.0,1a Ul. Vladivostokskaya,Ufa 450078,Russia,-0- 
20302,30725.0,"Stroibaza Sugres, R-Nvodoka, Per. Tikhi",Verkhnyaya Pyshma 624070,Russia,-0- 
20302,30726.0,"Rp Reftinski, A/Ya 1",Asbest 624285,Russia,-0- 
20302,30727.0,Baes A/Ya 7,Zarechny 624051,Russia,-0- 
20302,30728.0,"50, A, Ul. Transportnikov",Berezovski 623703,Russia,-0- 
20302,30729.0,"Transportnikov Street, Building 50 a",Berezovskiy 623704,Russia,-0- 
20303,30731.0,D. 14 Pr Kolomenski,Moscow 115446,Russia,-0- 
20304,30733.0,"Izhorskiy Zavod B/N, Kolpino",Saint-Petersburg 196650,Russia,-0- 
20304,30734.0,"Izhorskiy Zavod, d. b/n, Kolpino",Saint-Petersburg 196651,Russia,-0- 
20305,30736.0,"Izhorskiy Zavod B/N, Kolpino",Saint-Petersburg 196650,Russia,-0- 
20305,30737.0,"Izhorskiy Zavod, d. b/n, Kolpino",Saint-Petersburg 196651,Russia,-0- 
20306,30739.0,"67, Lenin Avenue","Balashikha, Moscow Region 143907",Russia,-0- 
20306,30741.0,36 Lenina Prospekt,Balashikha G. 143907,Russia,-0- 
20307,30743.0,"Bld. 20, Ovchinnikovskaya Emb.",Moscow 115035,Russia,-0- 
20307,30744.0,24 Timura Frunze Street,Moscow 119021,Russia,-0- 
20308,30746.0,"Kolpino G, Izhorski Zavod",St. Petersburg 196651,Russia,-0- 
20308,30747.0,"Izhorskiy Zavod, Kolpino",Saint Petersburg 196650,Russia,-0- 
20309,30749.0,Pl. Pervoi Pyatiletki,Ekaterinburg 620012,Russia,-0- 
20311,30752.0,12 M. Mkrtchyan Street,Yerevan 375010,Armenia,-0- 
20311,30753.0,6-10 Northern Ave.,Yerevan 0001,Armenia,-0- 
20312,30755.0,Zollikerstrasse 183,Zurich 8008,Switzerland,-0- 
20312,30757.0,Zollikerstrasse 183,Zurich 8032,Switzerland,-0- 
20313,30759.0,Wiedner Hauptstrasse 17,Vienna 1040,Austria,-0- 
20314,30761.0,1 Lampousas,Nicosia 1095,Cyprus,-0- 
20315,30763.0,"Arianthi Court, 2nd floor, 50 Agias Zonis Street",Limassol 3090,Cyprus,-0- 
20315,30764.0,"Agios Athanasios, 46, Interlink Hermes Plaza, Floor 1",Limassol 4102,Cyprus,-0- 
20316,30766.0,Dijsselhofplantsoen 14,Amsterdam 1077 BL,Netherlands,-0- 
20317,30768.0,"8-10, rue Mathias Hardt",Luxembourg 1717,Luxembourg,-0- 
20318,30770.0,"Trident Chambers, Road Town, PO Box 146",Tortola,"Virgin Islands, British",-0- 
20318,30771.0,"Agias Zonis, 50, Arianthi Court, 2nd floor",Limassol 3090,Cyprus,-0- 
20319,30773.0,Dijsselhofplantsoen 14,"Amsterdam, Noord-Holland 1077",Netherlands,-0- 
20621,31269.0,3 per. Gagarinski,Moscow 119034,Russia,-0- 
20621,31429.0,3 Gagarinsky Pereulok,Moscow,Russia,-0- 
20640,31271.0,D. Retyum,"Luzhski Raion, Leningradskaya Obl. 188230",Russia,-0- 
20640,31430.0,Retiun Village,"Lujskiy District, Leningrad Region",Russia,-0- 
20660,31290.0,3 per. Gagarinski,Moscow 119034,Russia,-0- 
20660,31431.0,3 Gagarinsky Pereulok,Moscow,Russia,-0- 
20661,31292.0,1 per. Elevatorny Stanitsa Leningradskaya,"Leningradski Raion, Krasnodarski Kr. 353740",Russia,-0- 
20661,31432.0,1 Elevatorniy Pereulok,"Leningradskaya Village, Leningradskiy District, Krasnodar Region",Russia,-0- 
20662,31294.0,1 ul. Privokzalnaya S. Belaya Glina,"Beloglinski Raion, Krasnodarski Kr. 353040",Russia,-0- 
20662,31433.0,1 Privokzalnaya Str.,"Belaya Glina Village, Leningradsky District, Krasnodar Region",Russia,-0- 
20665,31299.0,115 ul. Konshinykh Stanitsa Ladozhskaya,"Ust-Labinski Raion, Krasnodarski Kr. 352320",Russia,-0- 
20665,31434.0,115 Konshinykh Str.,"Ladogskaya Village, Ust-Labinskiy District, Krasnodar Region",Russia,-0- 
20666,31302.0,1 ul. Elevatornaya Stanitsa Straovelichkovskaya,"Kalininski Raion, Karsnodarski Kr. 353793",Russia,-0- 
20666,31435.0,1 Elevatornaya Str.,"Starovelichkovskaya Village, Kalininskiy District, Krasnodar Region",Russia,-0- 
20667,31304.0,29 ul. Grigoreva Stanitsa Novopokrovskaya,"Novopokrovski Raion, Krasnodarski Kr. 353020",Russia,-0- 
20667,31436.0,29 Grigorieva Str.,"Novopokrovskaya Village, Novopokrovskiy District, Krasnodar Region",Russia,-0- 
20668,31306.0,16V ul. Khomyakovskaya Pos. Khomyakova,"Tula, Tulskaya Obl. 300098",Russia,-0- 
20668,31437.0,16 Homiakovskaya Str.,"Homiakovo, Tula",Russia,-0- 
20669,31308.0,1 ul. Sadovaya Stanitsa Arkhangelskaya,"Tikhoretski Raion, Krasnodarski Kr. 352118",Russia,-0- 
20669,31438.0,1 Sadovaya Str.,"Arkhangelskaya Village, Tikhoretskiy District, Krasnodar Region",Russia,-0- 
20670,31310.0,1 ul. Krasnogvardeiskaya Stanitsa Oktyabrskaya,"Krylovski Raion, Krasnodarski Kr. 352085",Russia,-0- 
20670,31439.0,1 Krasnogvardeiskaya Str.,"Oktiabrskaya Village, Krylovski District, Krasnodar Region",Russia,-0- 
20671,31312.0,1 ul. Mira Pos. Kubanski,"Novopokrovski Raion, Krasnodarski Kr. 353011",Russia,-0- 
20671,31440.0,1 Mira Str.,"Kubanskiy Village, Novopokrovskiy District, Krasnodar Region",Russia,-0- 
20672,31314.0,2 ul. Krupskaya S. Krasnoe,"Kushchevski Raion, Krasnodarski Kr. 352010",Russia,-0- 
20672,31441.0,2 Krupskoi Str.,"Krasnoe Village, Kutshevskiy District, Krasnodar Region",Russia,-0- 
20673,31316.0,15 per. Zaporozhski Stanitsa Novominskaya,"Kanevskoi Raion, Krasnodarski Kr. 353701",Russia,-0- 
20673,31442.0,15 Zaporogskiy Pereulok,"Novominskaya Village, Kanevskoy District, Krasnodar Region",Russia,-0- 
20675,31320.0,5 ul. Shkolnaya D. Vistino,"Kingiseppski Raion, Leningradskaya Obl. 188477",Russia,-0- 
20676,31322.0,8 per. Olsufevski,Moscow 119021,Russia,-0- 
20677,31324.0,"28 ul. Tarasova, Tarko-Sale","Purovski Raion, Yamalo-Nentski Okr. 629850",Russia,-0- 
20678,31326.0,d. 7 Litera A ul. Paradnaya,St. Petersburg 191014,Russia,-0- 
20679,31328.0,D. Limbei,"Purovski Raion, Yamalo-Nenetski Okr. 629880",Russia,-0- 
20680,31330.0,D. Limbei,"Purovski Raion, Yamalo-Nenetski Okr. 629880",Russia,-0- 
20681,31332.0,41 ul. Petropavlovskaya,"Perm, Permski Kr. 614000",Russia,-0- 
20683,31336.0,42 prospekt Lenina,"Chelyabinsk, Chelyabinskaya Obl. 454091",Russia,-0- 
20684,31338.0,9 ul. Respubliki,"Salekhard, Yamalo-Nenetski Okr.",Russia,-0- 
20685,31340.0,37 ul. Lesnaya,"Kostroma, Kostromskaya Obl. 156005",Russia,-0- 
20686,31342.0,str. 2 ter. Promyshlenaya zone No. 11 Krasnoselkup,"Krasnoselkupski Raion, Yamalo-Nenetski A.O. 629380",Russia,-0- 
20687,31344.0,12/2 ul. Zvereva,"Nadym, Yamalo-Nenetski Okr. 629730",Russia,-0- 
22383,33848.0,d. 24 korp. 1 ul. Vavilova,Moscow 119334,Russia,-0- 
22384,33850.0,d. 4 str.1 ul. Shchipok,Moscow 115093,Russia,-0- 
22385,33852.0,100 ul. Leninskaya,"Samara, Samarskaya Obl. 443020",Russia,-0- 
22386,33854.0,139 ul. Respubliki,"Tyumen, Tyumenskaya Obl. 625048",Russia,-0- 
22387,33856.0,163 ul. Volochaevskaya,"Khabarovsk, Khabarovski Kr. 680000",Russia,-0- 
22388,33858.0,12 ul. Nametkina,Moscow 117420,Russia,-0- 
22389,33860.0,10 ul. Krupskoi,"Ufa, Bashkortostan Resp. 450077",Russia,-0- 
22390,33862.0,8A prospekt Vernadskogo,Moscow 119311,Russia,-0- 
22391,33864.0,d. 113 ul. Uralskaya,"Bryansk, Bryanskaya Obl. 241020",Russia,-0- 
22392,33866.0,d. 24 korp. 1 ul. Vavilova,Moscow 119334,Russia,-0- 
22393,33868.0,ul. Sheskharis,"Novorossisk, Krasnodarski Kr. 353911",Russia,-0- 
22394,33870.0,2-B ul. Gorkogo,"Angarsk, Irkutskaya Obl. 665830",Russia,-0- 
22395,33872.0,24 ul. Naberezhnaya Reki Ushaiki,"Tomsk, Tomskaya Obl. 634050",Russia,-0- 
22396,33874.0,2/1 prospekt A.I.Zeryunova,"Ukhta, Komi Resp. 169313",Russia,-0- 
22397,33876.0,d. 12 str. 2 ul. Nametkina,Moscow 117420,Russia,-0- 
22398,33878.0,19A ul. Larina,"Nizhni Novgorod, Nizhegorodskaya Obl. 603152",Russia,-0- 
22399,33881.0,7 ul. Kuibysheva,"Lukhovitsy, Raion Moskovskaya Obl. 140501",Russia,-0- 
22400,33883.0,"d. 5/7 str. 2, 3 ul. Shchipok",Moscow 115054,Russia,-0- 
22401,33885.0,d. 16 korp. 1 ul. Dobrolyubova,Moscow 127254,Russia,-0- 
22402,33887.0,26A ul. Nikolaya Ershova,"Kazan, Tatarstan Resp. 420061",Russia,-0- 
23552,35606.0,"D. 94, Obvodnogo Kanala, nab",St. Petersburg 196084,Russia,-0- 
23554,35614.0,"Vostochnaya Industrial 1 Territory 2, Poselok Barsovo, Surgutsky District","Yugra, Khanty-Mansiysky Autonomous Okrug",Russia,-0- 
23557,35620.0,"17, Bld 1, Zubovsky Boulevard",Moscow 119847,Russia,-0- 
23559,35623.0,4 Oktyabrsky Prospekt,Pskov 180000,Russia,-0- 
23562,35630.0,d. 20 Germana Ulitsa,"Veliky Novgorod, Novgorodskaya Oblast 173002",Russia,-0- 
23566,35639.0,"d. 81 Sovetskaya Ulitsa, S. Chervichevsky","Tyumensky Rayon, Tyumenskaya Oblast 625519",Russia,-0- 
23568,35641.0,d. 1 Shosse Entuziastov,"Kirishi, Leningradskaya Oblast 187110",Russia,-0- 
23569,35643.0,"22-b Komsomolskaya Ulitsa, Central District",Kaliningrad,Russia,-0- 
23570,35645.0,6 Novotorzhskaya Ulitsa,Tver,Russia,-0- 
23571,35647.0,9/1 Lermontova Ulitsa,Surgut 628418,Russia,-0- 
23572,35649.0,"Lit A, 12 Smolenskaya Ulitsa",St. Petersburg 196084,Russia,-0- 
23577,35658.0,19 Kukuyevitskogo Street,Surgut 628400,Russia,-0- 
26182,39691.0,-0- ,-0- ,Turkey,-0- 
27016,41053.0,-0- ,Ankara,Turkey,-0- 
28603,43253.0,place du Lac 2,Geneve 1204,Switzerland,-0- 
30882,48464.0,"31 Jinrong Street, Xicheng District",Beijing 100033,China,-0- 
30902,48389.0,5 Landianchang South Road Haidian District,Beijing 100097,China,-0- 
30923,48543.0,"60th Floor, The Center, 99 Queens Road Central",Hong Kong,China,-0- 
30924,48545.0,"75th Floor, The Center, 99 Queen's Road Central",Hong Kong,China,-0- 
30925,48406.0,Building 19 Compound A5 Shuguang Xili Chaoyang District,Beijing 100028,China,-0- 
30926,48544.0,"Bank of China Tower, 65th Floor, 1, Garden Road",Hong Kong,China,-0- 
30927,48423.0,1 Nandahongmen Road Fengtai District,Beijing 100076,China,-0- 
30927,48424.0,"No. 1, South Dahongmen Road, Fengtai District",Beijing 100076,China,-0- 
30928,48432.0,"No. 8, Fucheng Road, Haidian District",Beijing 100089,China,-0- 
30929,48425.0,"No. 8, Fucheng Road, Haidian District",Beijing 100048,China,-0- 
30930,48458.0,"85, Deshengmen Street, Xicheng District",Beijing 100088,China,-0- 
30932,48431.0,"19F, Building 1, No. 66A, Zhongguancun East Road, Haidian District",Beijing 100190,China,-0- 
30933,48449.0,"No. 46, Sanlihe Road, Xicheng District",Beijing 100032,China,-0- 
30933,48450.0,"No. 10 Yard, Chedaogou, Haidian District",Beijing 100089,China,-0- 
30934,48426.0,"Shenzhou Technology Mansion, 12th Floor, 31, Zhongguancun South Avenue",Beijing 100081,China,-0- 
30934,48427.0,"12F Shenzhou Building, 31 Zhongguanchun South Street, Haidian District",Beijing 100081,China,-0- 
30936,48492.0,"No. 27, Wanshou Road, Haidian District",Beijing 100846,China,-0- 
30937,48482.0,"33F, South Building, China General Nuclear Building, No. 2002 Shennan Avenue, Futian District","Shenzhen, Guangdong",China,-0- 
30938,48451.0,"No. 1, Pudong Avenue, Pilot Free Trade Zone, Pudong New District",Shanghai 200135,China,-0- 
30939,48463.0,"31 Jinrong Street, Xicheng District",Beijing 100033,China,-0- 
30942,48462.0,"No. 21, Financial Street, Xicheng District",Beijing 100033,China,-0- 
30944,48461.0,"No. 29, Financial Street, Xicheng District",Beijing 100032,China,-0- 
30946,48429.0,"555, Qianmo Road, Binjiang District",Hangzhou 310051,China,-0- 
30947,48459.0,"Huawei Headquarter Office Building, Bantian, Longgang District","Guangdong, Shenzhen 518129",China,-0- 
30949,48460.0,"No. 1036, High-Tech Inspur Road","Jinan, Shandong 250101",China,-0- 
30950,48428.0,"No. 301, Zhongshan East Road, Xuanwu District","Nanjing, Jiangsu 210002",China,-0- 
30951,48561.0,"18, Zhangjiang Road, Pudong New Area",Shanghai 201203,China,-0- 
30951,48562.0,-0- ,-0- ,Cayman Islands,-0- 
30954,48484.0,"No. 1, Nansan Lane, Sanlihe, Xicheng District",Beijing 100822,China,-0- 
30956,48439.0,"No. 25, Chaoyangmen North Street, Dongcheng District",Beijing 100010,China,-0- 
30957,48430.0,"No. 46, Sanlihe Road, Xicheng District",Beijing 100821,China,-0- 
30958,48481.0,"No. 12 Chegongzhuang Avenue, Xicheng District",Beijing 100037,China,-0- 
30959,48483.0,"East Yard No. 40, Fuxing Road, Haidian District",Beijing 100855,China,-0- 
31693,47735.0,9 Ilyinka Street,Moscow 109097,Russia,-0- 
31694,47732.0,9 Ilyinka Street,Moscow 109097,Russia,-0- 
31695,47734.0,Neglinnaya St 12,Moscow 107016,Russia,-0- 
31695,47741.0,-0- ,Moscow,Russia,-0- 
32028,48202.0,"No. 99 Taoyuan Road, Economic Development Zone",Hefei,China,-0- 
32028,48203.0,"Economic And Technological Development Zone, 99 Hezhang Road",Hefei 230001,China,-0- 
32052,48244.0,"No. 1, Xifei Avenue, Yanliang District","Xi'an, Shaanxi",China,-0- 
32053,48247.0,"No. 501, Beiya Road, Wudang District","Guiyang, Guizhou",China,-0- 
32055,48255.0,"No. 10, Zhoushan Rd., Luoyang Area, Pilot Free Trade Zone","Luoyang, Henan",China,-0- 
32056,48259.0,"1, Lingbei Street, Huanggu District",Shenyang 110850,China,-0- 
32069,48279.0,"China Satellite Communications Tower, Building A, 21st Floor, 65, Zhichun Road, Haidian District",Beijing 100190,China,-0- 
32072,48286.0,"No. 85, Deshengmen Outer Street, Xicheng District",Beijing 100088,China,-0- 
32073,48293.0,"Block 1, Aerospace Communications Mansion, 138, Jiefang Road",Hangzhou 310009,China,-0- 
32077,48298.0,"Hi-Tech Industrial Park, Jiangnan Park, 4, Zihua Road, Licheng district",Quanzhou 362000,China,-0- 
32078,48303.0,"Minzhu Road, Qingshan District",Baotou 014032,China,-0- 
32079,48305.0,"40, South Fang Cun Road, Liwan District",Guangzhou 510382,China,-0- 
32082,48313.0,"1, Yonghe Road, Gangzha District",Nantong 226011,China,-0- 
32084,48316.0,"Development Zone, 388, Kai Fa Avenue",Taizhou 318000,China,-0- 
32085,48318.0,"High-Technology Industrial Zone, Economic & Technological Development Zone",Wuhan 430056,China,-0- 
32087,48323.0,"Building 1, Area B, Bantian Huawei Base, Longgang District","Guangdong, Shenzhen",China,-0- 
32088,48325.0,P.O. Box 5001-500,Nanchang 330024,China,-0- 
32088,48326.0,Xinxi Bridge Road Qingyunpu District,Nanchang 330024,China,-0- 
32089,48328.0,263 Main Street,Road Town VG11100,"Virgin Islands, British",-0- 
32090,48331.0,"Building 20, 8th-9th Floor, 5A, Shuguangxili",Beijing 100028,China,-0- 
32091,48332.0,"C/O Vistra Corporate Services Centre, Wickhams Cay II",Road Town VG1110,"Virgin Islands, British",-0- 
32100,48350.0,"72 Kunminghu South Road, Haidian District",Beijing 100097,China,-0- 
32101,48352.0,"7, Honghe Road, Xiaohe District",Guiyang 550009,China,-0- 
32102,48354.0,"No.1, Meixihu Road, Yuelu District",Changsha 410205,China,-0- 
32103,48357.0,4F Zhongshangxin Mansion 34 Xueyuan South Road,Beijing 100082,China,-0- 
32106,48362.0,"72, Kunminghu South Road, Haidian District",Beijing 100097,China,-0- 
32107,48364.0,"508, Gongye Road",Nanyang 473003,China,-0- 
32128,48422.0,"7, Jingtian Road",Nanjing 210033,China,-0- 
32129,48434.0,"Jiangning Economic Zone, 188, Tianyuan Zhong Road",Nanjing 211100,China,-0- 
32130,48436.0,"No. 2, Kechuang 15 Street, Economic Technology Development Zone",Beijing,China,-0- 
32131,48438.0,-0- ,Xi'an,China,-0- 
32153,48453.0,"High-Tech Industrial Development Zone, 166, West Avenue",Xi'an 710119,China,-0- 
33091,49762.0,"PO Box 309, Ugland House",Grand Cayman KY1-1104,Cayman Islands,-0- 
33091,49763.0,"Block A, Raycom Infotech Park, No. 2 Kexueyuan South Road, Haidian District",Beijing,China,-0- 
33111,49782.0,"14 F, West Block of Skyworth Semiconductor Design Building, No. 18 Gaoxin South 4th Road, Nanshan District","Shenzhen, Guangdong 518057",China,-0- 
33112,49784.0,"Room 501, No. 37, Jinlong Road, Nansha District","Guangzhou, Guangdong 511457",China,-0- 
33112,49785.0,"Building 11, Zhangjiang Artificial Intelligence Island, Chuanhe Road, Pudong New Area",Shanghai,China,-0- 
33113,49787.0,"Zhongguancun Software Park, Sugon Building 36, 8, Dongbeiwang West Road, Haidian District",Beijing 100193,China,-0- 
33114,49789.0,"Block 1, 1F & 2F Harbour View, 12 Science Park, West Avenue","Hong Kong New Territories, Hong Kong SAR",China,-0- 
33893,50764.0,"Suite #4-210, Governors Square, 23 Lime Tree Bay Avenue, PO Box 23211",Grand Cayman KY1-1209,Cayman Islands,-0- 
33894,50766.0,"High-Tech Zone, Century Pacific International Centre, 416, South Beijing Road",Urumqi 830000,China,-0- 
33895,50768.0,"Wangjing Soho, 2nd Tower, 26th Floor, 1, Futong Avenue, Chaoyang District",Beijing 100102,China,-0- 
33896,50771.0,"2nd Phase of Xiamen Software Park, Meiya Pico Building, 12 Guanri Road",Xiamen 361008,China,-0- 
34556,51785.0,"P.O. Box: 14, 1, Tverskaya-Yamskaya Street",Moscow 125047,Russia,-0- 
34556,51787.0,"30 (building 1), Goncharnaya st.",Moscow 115172,Russia,-0- 
34556,51788.0,"d. 14 litera A, naberezhnaya Sinopskaya",St. Petersburg 191167,Russia,-0- 
34578,51904.0,"51, Republic Street",Kedrovyy,Russia,-0- 
34578,51907.0,"d. 43 k. 1, ul. Dubrovinskogo","Krasnoyarsk, Krasnoyarski Kr. 660017",Russia,-0- 
34578,51908.0,23 Pravda St,Moscow 127015,Russia,-0- 
34578,51909.0,Mail Box No. 54,Moscow 127137,Russia,-0- 
34736,52044.0,"Novaya Basmannaya Street, 2",Moscow 107174,Russia,-0- 
46072,68654.0,Complex No. 44,"Nay Pyi Taw, Naypyidaw Union Territory",Burma,-0- 
46072,68655.0,Building No. 6,Nay Pyi Taw,Burma,-0- 
,,,,,
